vol,honbun_seg
060,今は昔/進命婦/若かりける時/常に清水へ参りける間/師の僧/清かりけり/八十の者なり/法華経を八万四千部/読み奉りたる者なり/この女房を見て/欲心をおこして/たちまち病となりて/すでに死なんとする間/弟子ども/怪しみをなして/問ひていはく//この病のありさま/うちまかせたることにあらず/思し召すことのあるか/仰せられずは/よしなきことなり/と/言ふ/この時/語りていはく//まことは//京より御堂へ参らるる女房に/近付きなれて/ものを申さばや/と思ひしより/この三ヶ年/不食の病になりて/今はすでに蛇道に落ちなんずる/心うきことなり/と言ふ/ここに弟子一人/進命婦のもとへ行きて/このことを言ふ時に/女/ほどなく来たれり/病者/頭も剃らで/年月を送りたるあひだ/髭/髪/銀の針を立てたるやうにて/鬼のごとく/されども/この女/恐るる気色なくして言ふやう//年ごろ頼み奉る心ざし浅からず/何ごとに候ふとも/いかでか仰せられんこと/そむき奉らん/御身くづほれさせ給はざりしさきに/などか仰せられざりし/と言ふ時に/この僧/かき起こされて/念珠を取りて/手をもみて言ふやう//嬉しく来たらせ給ひたり/八万余部読み奉りたる法華経の/最第一の文をば/御前に奉る/俗を生ませ給はば/関白/摂政を生ませ給へ/女を生ませ給はば/女御/后を生ませ給へ/僧を生ませ給はば/法務の大僧正を生ませ給へ/と言ひ終りて/すなはち死にぬ/その後/この女房/宇治殿に思はれ参らせて/はたして/京極大殿/四条宮/三井の覚円座主を生み奉れりとぞ/
061,これも今は昔/業遠朝臣/死ぬる時/御堂の入道殿/仰せられけるは//言ひ置くべきことあらむかし/不便のことなり/とて/解脱寺の観修僧正を召して/業遠が家に向ひ給ひて/加持する間/死人/たちまちに蘇生して/要事を言ひて後/また/目を閉ぢてけりとか/
062,これも今は昔/民部大夫篤昌といふ者ありけるを/法性寺殿の御時/蔵人所の所司に//よしすけ/とかやいふ者ありけり/件の篤昌を役に催しけるを/われは/かやうの役にすべきものにもあらず/とて参らざりけるを/所司/小舎人をあまた付けて/苛法に催しければ/参りにけり/さて//まづ/所司にもの申さむ/と呼びければ/出で会ひにけるに/この世ならず腹立ちて//かやうの役に催し給ふは/いかなることぞ/まづ/篤昌をばいかなる者と知り給ひたるぞ/奉はらん/と/しきりに責めけれど/しばしはものも言はで居たりけるを/叱りて//のたまへ/まづ/篤昌がありやうを奉はらん/と/いたう責めければ//別のこと候はず/民部大夫五位の/鼻赤きにこそ/知り申したれ/と言ひたりければ//をう/と言ひて/逃げにけり/また/この所司が居たりける前を/忠恒といふ随身/ことやうにて/ねり通りけるを見て//わりある随身の姿かな/と忍びやかに言ひけるを/耳とく聞きて/随身/所司が前に立ち帰りて///わりある/とは/いかにのたまふことぞ/ととがめければ//われは/人のわりのありなしも/え知らぬに/ただいま武正府生の通られつるを/この人々/わりなき者の様体かな/と言ひ合はれつるに/少しも似給はねば//さてはもし/わりのおはするか/と思ひて/申したりつるなり/と言ひたりければ/忠恒//をう/と言ひて/逃げけり/この所司をば/荒所司/とぞ付けたりけるとか/
063,これも今は昔/後朱雀院/例ならぬ御事/大事におはしましける時/後生の事/恐れ思し召しけり/それに/御夢に御堂入道殿/参りて申し給ひていはく//丈六の仏を作れる人/子孫において/さらに悪道へ落ちず/それがし/多くの丈六を作り奉れり/御菩提において/疑ひ思し召すべからず/と/これによりて/明快座主に仰せ合はせられて/丈六の仏を作らる/件の仏/山の護仏院に安置し奉る/
064,これも今は昔/式部大夫実重は/賀茂へ参ること/ならびなき者なり/前生の運/おろそかにして/身に過ぎたる利生にあづからず/人の夢に/大明神//また実重/来たり/来たり/とて/歎かせおはしますよし/見けり/実重/御本地を見奉るべきよし/祈り申すに/ある夜/下の御社に通夜したる夜/上へ参るあひだ/なから木のほとりにて/行幸に合ひ奉る/百官供奉/常のごとし/実重/片薮に隠れ居て見れば/鳳輦の中に金泥の経/一巻立たせおはしましたり/その外題に/一称南無仏/皆已成仏道/と書かれたり/夢/すなはち覚めぬとぞ/
065,これも今は昔/智海法印/有職の時/清水寺へ百日参りて/夜更けて下向しけるに/橋の上に//唯円教意/逆即是順/自余三教/逆順定故/といふ文を誦する声あり//貴きことかな/いかなる人の誦するならん/と思ひて/近う寄りて見れば/白癩人なり/傍らに居て/法文のことを言ふに/智海/ほとほと言ひまはされけり//南北二京に/これほどの学生あらじものを/と思ひて//いづれの所にあるぞ/と問ひければ//この坂に候ふなり/と言ひけり/後に/たびたび尋ねけれど/尋ね合はずして/やみにけり//もし他人にやありけん/と思ひけり/
066,これも今は昔/白河院/御とのごもりて後/物に襲はれさせ給ひける//しかるべき武具を御枕の上に置くべし/と沙汰ありて/義家朝臣に召されければ/檀の黒塗りなるを/一張/参らせたりけるを/御枕に立てられて後/襲はれさせおはしまさざりければ/御感ありて//この弓は十二年の合戦の時や持ちたりし/と御尋ねありければ/覚えざるよし/申されけり/上皇/しきりに御感ありけるとか/
067,これも今は昔/南京の永超僧都は/魚なきかぎりは時/非時もすべて食はざりける人なり/公請勤めて/在京のあひだ/久しくなりて/魚を食はで/くづほれて下るあひだ/奈島の丈六堂の辺にて/昼破子食ふに/弟子一人/近辺の在家にて/魚を乞ひて勧めたりけり/件の魚の主/後には夢に見るやう/恐しげなる物ども/その辺の在家を記しけるに/わが家を記し除きければ/尋ぬるところに/使のいはく//永超僧都に魚奉る所なり/さて/記し除く/と言ふ/その年/この村の在家/ことごとく疫病みをして/死ぬる者多かり/この魚の主が家/ただ一宇/そのことを免かる/よりて/僧都のもとへ参り向ひて/このよしを申す/僧都/このよしを聞きて/かづけ物一重賜びてぞ/帰されける/
068,これも今は昔/了延房阿闍梨/日吉社へ参りて/帰るに/辛崎の辺を過ぐるに//有相安楽行/此依観思/といふ文を誦したりければ/浪中に/散心誦法花/不入禅三昧/と末の句を誦する声あり/不思議の思ひをなして//いかなる人のおはしますぞ/と問ひければ//具房僧都実因/と名乗りければ/汀に居て/法文を談じけるに/少々僻事どもを答へければ//これは僻事なり/いかに/と問ひければ//よく申すとこそ思ひ候へども/生を隔てぬれば/力及ばぬことなり/われなればこそ/これほども申せ/と言ひけるとか/
069,これも今は昔/慈恵僧正は近江国浅井郡の人なり/叡山の戒壇を/人夫かなはざりければ/え築かざりけるころ/浅井の郡司は親しき上に/師壇にて仏事を修するあひだ/この僧正を請じ奉りて/僧膳の料に/前にて大豆を炒りて酢をかけけるを//何しに酢をばかくるぞ/と問はれければ/郡司いはく//温かなる時/酢をかけつれば/すむつがりとて/にがみて/よく挟まるるなり/しからざれば/滑りて挟まれぬなり/と言ふ/僧正のいはく//いかなりとも/なじかは/挟まぬやうはあるべき/投げやるとも/挟み食ひてん/とありければ//いかでか/さることあるべき/とあらがひけり/僧正//勝ち申なば/異事はあるべからず/戒壇を築きて賜へ/とありければ//やすきこと/とて/炒り豆を投げやるに/一間ばかり退きて居給ひて/一度も落さず挟まれけり/見る者/あさまずといふことなし/柚の実の/ただ今絞り出だしたるを/混ぜて投げやりたりけるをぞ/挟み滑らかし給ひたりけれど/落しもたてず/やがてまた挟みとどめ給ひける/郡司/一家広き者なれば/人数をおこして/不日に戒壇を築きてけりとぞ/
070,これも今は昔/山科の道づらに/四宮河原といふ所にて/袖比べといふ/商人集まる所あり/その辺に下種のありける/地蔵菩薩を一体造り奉りたりけるを/開眼もせで/櫃にうち入れて/奥の部屋などおぼしき所に納め置きて/世の営みにまぎれて/ほど経にければ/忘れにけるほどに/三/四年ばかり過ぎにけり/ある夜/夢に/大路を過ぐる者の/声高に人呼ぶ声のしければ//何ごとぞ/と聞けば//地蔵こそ/地蔵こそ/と/高くこの家の前にて言ふなれば/奥の方より//何ごとぞ/といらふる声すなり//明日/天帝釈の地蔵会し給ふには/参らせ給はぬか/と言へば/この小家の内より//参らんと思へども/まだ目の開かねば/え参るまじきなり/と言へば//かまへて参り給へ/と言へば//目も見えねば/いかでか参らん/と言ふ声すなり/うちおどろきて//何の/かくは夢に見えつるにか/と思ひまはすに/あやしくて/夜明て/奥の方をよくよく見れば/この地蔵を納めて置き奉りたりけるを思ひ出でて/見出だしたりけり//これが見え給ふにこそ/と/驚き思ひて/急ぎ開眼し奉りけるとなん/
071,これも今は昔/伏見修理大夫のもとへ/殿上人二十人ばかり押し寄せたりけるに/にはかに騒ぎにけり/肴物とりあへず/沈地のの机に/時の物ども色々/ただおしはかるべし/盃/たびたびになりて/おのおのたはぶれ出でけるに/厩に/黒馬の額少し白きを/二十疋たてたりけり/移の鞍二十具/鞍掛にかけたりけり/殿上人/酔ひ乱れて/おのおのこの馬に移の鞍置きて/乗せて返しにけり/つとめて//さても/昨日/いみじくしたるものかな/と言ひて//いざ/また押し寄せん/と言ひて/また二十人/押し寄せたりければ/このたびは/さる体にして/にはかなるさまは昨日にかはりて/炭櫃を飾りたりけり/厩を見れば/黒栗毛なる馬をぞ/二十疋までたてたりける/これも額白かりけり/おほかた/かばかりの人はなかりけり/これは宇治殿の御子におはしけり/されども/公達多くおはしましければ/橘の俊遠といひて/世の中の徳人ありけり/その子になして/かかるさまの人にぞ/なさせ給たりけるとか/
072,これも今は昔/大膳亮大夫橘以長といふ蔵人の五位ありけり/宇治左大臣殿より召しありけるに//今明日は/かたき物忌みをつかまるつこと候ふ/と申したりければ//こはいかに/世にある者の/物忌みといふことやはある/たしかに参れ/と/召し厳しかりければ/恐れながら参りにけり/さるほどに/十日ばかりありて/左大臣殿に/世に知らぬかたき御物忌み出で来にけり/御門のはざまに/かいだてなどして/仁王講行なはるる僧も/高陽院のかたの土戸より/童子なども入れずして/僧ばかりぞ参りける//御物忌あり/とこの以長聞きて/急ぎ参りて/土戸より参らんとするに/舎人二人居て///人な入れそ/と候ふ/とて/立ち向ひたりければ//やうれ/おれらよ/召されて参るぞ/と言ひければ/これらもさすがに職事にて/常に見れば/力及ばで/入れつ/参りて/蔵人所に居て/何ともなく声高に/もの言ひ居たりけるを/左府/聞かせ給ひて/このもの言ふは誰ぞ/と問はせ給ひければ/盛兼/申すやう//以長に候ふ/と申しければ//いかに/かばかりかたき物忌みには/夜部より参りこもりたるかと尋ねよ/と仰せければ/行きて/仰せの旨を言ふに/蔵人所は御前より近かりけるに//くわ/くわ/と大声して/憚らず申すやう//過候ひぬるころ/わたくしに物忌つかまつりて候ひしに/召され候ひき/物忌のよしを申し候ひしを/物忌みといふことやはある/たしかに参るべきよし/仰せ候ひしかば/参り候ひにき/されば/物忌といふことは候はぬと知りて候ふなり/と申しければ/聞かせ給ひて/うちうなづきて/ものも仰せられでやみにけりとぞ/
073,これも今は昔/範久阿闍梨といふ僧ありけり/山の楞厳院に住みけり/ひとへに極楽を願ふ/行住坐臥/西方を後ろにせず/つはきを吐き/大小便/西に向はず/入日を背中に負はず/西坂より山へ登るときは/身をそばだてて歩む/常にいはく//植木の倒るること/かならず傾く方にあり/心を西方にかけんに/何ぞ心ざしを遂げざらん/臨終正念疑はず/となむ言ひける//往生伝/に入りたりとか/
074,これも今は昔/陪従はさもこそとはいひながら/これは世になきほどの猿楽なりけり/堀川院の御時/内侍所の御神楽の夜/仰せにて//今夜/めづらしからんこと/つかまつれ/と仰せありければ/職事/家綱を召して/このよし仰せけり/承りて//何事をかせまし/と案じて/弟行綱を片隅に招き寄せて//かかること/仰せ下されたれば/わが案じたることのあるは/いかがあるべき/と言ひければ//いかやうなることをせさせ給はんずるぞ/と言ふに/家綱が言ふやう//庭火/白く焼けたるに/袴を高く引き上げて/細脛を出だして//よりによりに夜の更け/さりにさりに寒きに/ふりちうふぐりを/ありちうあぶらん/と言ひて/庭火を三巡りばかり/走り巡らんと思ふ/いかがあるべき/と言ふに/行綱がいはく//さも侍りなん/ただし/おほやけの御前にて/細脛かき出だして//ふぐりあぶらん/など候はむは/便なくや候ふべからん/と言ひければ/家綱//まことに/さ言はれたり/さらば/異事をこそせめ/かしこう申し合はせてけり/と言ひける/殿上人など/仰せを承はりたれば//今宵/いかなることをせんずらん/と/目を澄まして待つに/人長//家綱召す/と召せば/家綱/出でて/させることなきやうにて入りぬれば/上よりも/そのこととなきやうに思し召すほどに/人長/また進みて//行綱召す/と召す時/行綱/まことに寒げなる気色をして/膝をももまでかき上げて/細脛を出だして/わななき/寒げなる声にて//よりによりに夜の更けて/さりにさりに寒きに/ふりちうふぐりを/ありちうあぶらん/と言ひて/庭火を十回りばかり/走り廻りたりけるに/上より下ざまに至るまで/おほかた/とよみたりけり/家綱/片隅に隠れて//きやつに/かなしう/謀られぬるこそ/とて/仲たがひて/目も見合はせずして/過ぐるほどに/家綱/思ひけるは//謀られたるは憎けれど/さてのみやむべきにあらず/と思ひて/行綱に言ふやう//このこと/さのみぞある/さりとて/兄弟の仲たがひ/はつべきにあらず/と言ひければ/行綱/喜びて/行きむつびけり/賀茂の臨時祭の帰り立ちに/御神楽のあるに/行綱/家綱に言ふやう//人長/召し立てん時/竹台のもとに寄りて/そそめかんずるに//あれはなんする者ぞ/と/はやい給へ/その時//竹豹ぞ/竹豹へうぞ/と言ひて/豹の真似をつくさん/と言ひければ/家綱//ことにもあらず/手の際囃さん/と事受けしつ/さて/人長/立ち進みて//行綱召す/と言ふ時に/行綱/やをら立ちて/竹の台のもとに寄りて/這ひ歩きて///あれは何するぞや/と言はば/それにつきて/竹豹ぞ/と言はむ/と待つほどに/家綱//かれは/何ぞの竹豹ぞ/と問ひければ/詮に言はんと思ふ/竹豹/を/先に言はれにければ/言ふべきことなくて/ふと逃げて/走り入りにけり/このこと/上まで聞こし召して/なかなかゆゆしき興にてぞありけるとかや/先に行綱に謀られたりける当りとぞ/言ひける/
075,これも今は昔/二条の大宮と申しけるは/白河院の宮/鳥羽院の御母代におはしましける/二条の大宮とぞ申しける/二条よりは北/堀川よりは東におはしましけり/その御所/破れにければ/有賢大蔵卿/備後国を知られける重任の功に修理しければ/宮もほかへおはしましにけり/それに/陪従清仲といふもの/常にさぶらひけるが/宮/おはしまさねども/なほ御車宿の妻に居て/古き物はいはじ/新しうしたる束柱/立蔀などをさへ/破り焼きけり/このことを/有賢/鳥羽院に訴へ申しければ/清仲を召して//宮/渡らせおはしまさぬに/なほ留り居て/古き物/新しき物/こぼち焚くなるは/いかなることぞ/修理する物/訴へ申すなり/まづ/宮もおはしまさぬに/なほこもり居たるは/何ごとによりてさぶらふぞ/子細を申せ/と仰せられければ/清仲/申すやう//別のことに候はず/焚き木につきて候ふなり/と申しければ/おほかた/これほどのこと/とかく仰せらるるに及ばず//すみやかに追ひ出だせ/とて/笑はせおはしましけるとかや/この清仲は/法性寺殿の御時/春日の乗尻の立ちけるに/神馬使ひ/おのおのさはりありて/事欠けたりけるに/清仲ばかり/かう勤めたりし者なれども//事欠けにたり/あひ構へて勤めよ/せめて京ばかりをまれ/ことなきさまに/はからひ勤めよ/と仰せられけるに//かしこまりて奉りぬ/と申して/やがて社頭に参りたりければ/返す返す感じ思し召す//いみじう勤めて候ふ/とて/御馬を賜びたりければ/伏しまろび悦びて//この定に候はば/定使をつかまつり候はばや/と申しけるを/仰せ告ぐ者も/さぶらひあふ者どもも/笑壺に入りて/笑ひののしりけるを//何事ぞ/と御尋ねありければ//しかじか/と申しけるに//いみじう申したり/とぞ/仰せごとありける/
076,これも今は昔/ある人のもとに/なま女房のありけるが/人に紙乞ひて/そこなりける若き僧に//仮名暦/書きて賜べ/と言ひければ/僧/やすきことに言ひて/書きたりけり/始めつ方はうるはしく//神仏によし//坎日//凶会日/など書きたりけるが/やうやう末ざまになりて/ある日は/物食はぬ日/など書き/また/これぞあれば/よく食ふ日/など書きたり/この女房//やうがる暦かな/とは思へども/いとかうほどには思ひよらず//さることにこそ/と思ひて/そのままに違へず/またある日は//はこすべからず/と書きたれば//いかに/とは思へども//さこそはあらめ/と思ひて/念じて過ぐすほどに/長凶会日のやうに//はこすべからず/はこすべからず/と続け書きたれば/二/三日までは念じ居たるほどに/おほかた耐ゆべきやうもなければ/左右の手して/尻をかかへて//いかにせん/いかにせん/と/よぢりすぢりするほどに/ものもおぼえずしてありけるとか/
077,これも今は昔/その人の/一定/子とも聞こえぬ人ありけり/世の人は/そのよしを知りて/をこがましく思ひけり/その父と聞こゆる人/失せにける後/その人のもとに/年ごろありける侍の/妻に具して田舎へ往にけり/その妻/失せにければ/すべきやうもなくなりて/京へ上りにけり/よろづ/あるべきやうもなくて/頼りなかりけるに//この子といふ人こそ/一定のよし言ひて/親の家に居たなれ/と聞きて/この侍/参りたりけり//故殿に年ごろさぶらひし/なにがしと申す者こそ/まいりて候へ/御見参に入りたがり候ふ/と言へば/この子//さる事ありと思ゆ/しばし/さぶらへ/御対面あらんずるぞ/と言ひ出だしたりければ/侍//しおほせつ/と思ひて/眠り居たるほどに/近う召し使ふ侍/出できて//御出居へ参らせ給へ/と言ひければ/悦びて/参りにけり/この召し次ぎしつる侍//しばし候はせ給へ/と言ひて/あなたへ行きぬ/見回せば/御出居のさま/故殿のおはしましししつらひに/つゆ変らず//御障子などは/少し古りたるほどにや/と見るほどに/中の障子を引き開くれば/きと見上げたるに/この子と名乗る人/歩み出でたり/これをうち見るままに/この年ごろの侍/さくりもよよに泣く/袖も絞りあへぬほどなり/この主//いかにかくは泣くならん/と思ひて/ついゐて//とは/などかく泣くぞ/と問ひければ//故殿のおはしまししに/たがはせおはしまさぬが/あはれに思えて/と言ふ//さればこそ/われも故殿には/たがはぬやうに思ゆるを/この人々の//あらぬ/など言ふなる/あさましきこと/と思ひて/この泣く侍に言ふやう//おのれこそ/ことのほかに老いにけれ/世の中は/いかやうにて過ぐるぞ/われはまだ幼くて/母のもとにこそありしかば/故殿のありやう/よくも覚えぬなり/おのれをこそ/故殿と憑みてあるべかりけれ/何事も申せ/また/ひとへに頼みてあらんずるぞ/まづ/当時/寒げなり/この衣着よ/とて/綿ふくよかなる衣一つ/脱ぎて賜びて//いまはさうなし/これへ参るべきなり/と言ふ/この侍/しおほせて居たり/昨日/今日の者のかく言はんだにあり/いはんや/故殿の年ごろの者のかく言へば/家主/笑みて//この男の/年ごろ/ずちなくてありけん/不便のことなり/とて/後見召し出でて//これは/故殿のいとほしくし給ひし者なり/まづ/かく京に旅立ちたるにこそ/思ひはからひて/沙汰しやれ/と言へば/ひげなる声にて//む/といらへて立ちぬ/この侍は//そらごとせじ/といふことをぞ/仏に申しきりてける/さて/この主/われを不定げに言ふなる人々呼びて//この侍に/ことの次第/言はせて聞かせん/とて/後見召し出でて//明後日/これへ人々渡らんと言はるるに/さるやうに引きつくろひて/もてなし/すさまじからぬやうにせよ/と言ひければ//む/と申して/さまざまに沙汰しまうけたり/この得意の人々/四/五人ばかり来集まりにけり/主/常よりもひきつくろひて/出で合ひて/御酒/たびたび参りて後/言ふやう//わが親のもとに/年ごろ生ひたちたる者候ふをや/御覧ずべからん/と言へば/この集まりたる人々/心地よげに顔さき赤めあひて//もとも召し出ださるべく候ふ/故殿に似けるも/かつあはれに候ふ/と言へば//人やある/なにがし参れ/と言へば/一人立ちて召すなり/見れば/鬢はげたり/男の六十余ばかりなるが/まみのほどなど/そらごとすべうもなきが/打ちたる白き狩衣に/練色の衣きぬのさるほどなる着たり/これは賜はりたる衣と思ゆ/召し出だされて/ことうるはしく/扇を笏にとりて/うづくまり居たり/家主の言ふやう/やや/ここの父のそのかみより/おのれは老いたちたる者ぞかし/など言へば//む/と言ふ//見えにたるか/いかに/と言へば/この侍/言ふやう//そのことに候ふ/故殿には十三より参りて候ふ/五十まで/夜昼離れ参らせ候はず/故殿の/小冠者/小冠者/と召し候ひき/無下に候ひし時も/御あとに臥せさせおはしまして/夜中/暁/大つぼ参らせなどし候ひし/その時は/わびしう/たへがたく思え候ひしが/おくれ参らせて後は/など/さ思え候ひけんと/くやしう候ふなり/と言ふ/主の言ふやう//そもそも/一日/なんぢを呼び入れたりし折/われ/障子を引き開けて出でたりし折/うち見上げて/ほろほろと泣きしは/いかなりしことぞ/と言ふ/その時/侍が言ふやう//それも別のことに候はず/田舎に候ひて//故殿失せ給ひにき/と承はりて//今一度参りて/心ありさまをだにも/拝み候はん/と思ひて/恐れ恐れ参り候ひし/さうなく御出居へ召し入れさせおはしまして候ひし/おほかた/かたじけなく候ひしに/御障子を引き開けさせ給ひ候ひしを/きと見上げ参らせて候ひしに/御烏帽子の真黒にて/まづさし出でさせおはしまして候ひしが/故殿のかくのごとく出でさせおはしましたりしも/御烏帽子は真黒に見えさせおはしまし候ふが/思ひ出でられおはしまして/思えず/涙のこぼれ候ひしなり/と言ふに/この集まりたる人々も/笑みを含みたり/また/この主も/気色変りて//さてまた/いづくか故殿には似たる/と言ひければ/この侍//そのほかは/おほかた似させおはしましたる所/おはしまさず/と言ひければ/人々ほお笑みて/一人/二人づつこそ逃げ失せにけれ/
078_1,これも今は昔/一乗寺僧正/御室戸僧正/三井の門流に/やんごとなき人おはしけり/御室戸僧正は隆家帥の第四の子なり/一乗寺僧正は/経輔大納言の第五の子なり/御室戸をば隆明といふ/一乗寺をば増誉といふ/この二人/おのおの貴くて/生き仏なり/御室戸は太りて/修行するに及ばず/ひとへに本尊の御前を離れずして/夜昼行ふ鈴の音/絶ゆる時なかりけり/おのづから/人の行き向ひたれば/門をば常にさしたる/門を叩く時/たまたま人の出で来て//誰ぞ/と問ふ//しかじかの人の参らせ給ひたり//もしは/院の御使ひに候ふ/など言へば//申し候はむ/とて/奥へ入りて/無期にあるほど/鈴の音しきりなり/さて/とばかりありて/門の関木を外して/扉片つかたを/人一人入るほど開けたり/見入るれば/庭には草しげくして/道踏みあけたる跡もなし/露を分けて/入りて上りたれば/広庇一間あり/妻戸に明り障子立てたる/すすけとほりたる事/いつの世に張りたりとも見えず/しばしばかりありて/墨染着たる僧/足音もせで出できて//しばし/それにおはしませ/行ひのほどに候ふ/と言へば/待ち居たるほどに/とばかりありて/内より//それへ入らせ給へ/とあれば/すすけたる障子を引き開けたるに/香の煙/くゆり出でたり/なえとほりたる衣に/袈裟なども所々破れたる/ものも言はで居られたれば/この人も//いかに/と思ひて/向ひ居たるほどに/こまぬきて/少しうつぶしたるやうにて居られたり/しばしあるほどに//行ひのほど/よくなり候ひぬ/さらば/とく帰らせ給へ/とあれば/言ふべきことも言はで/出でぬれば/また/門やがてさしつ/これはひとへに/居行ひの人なり/
078_2,一乗寺僧正は/大峰は二度通られたり/蛇を見らる/また/竜の駒などを見などして/あられぬありさまをして/行ひたる人なり/その坊は一二町ばかり/よりひしめきて/田楽/猿楽などひしめき/随身/衛府の男どもなど/出で入りひしめく/物売りども入り来て/鞍/太刀/さまざまの物を売るを/かれが言ふままに値を賜びたれば/市をなしてぞ集ひける/さて/この僧正のもとに/世の宝は集ひ集まりたりけり/それに/呪師小院といふ童を愛せられたり/鳥羽の田植にみつぎしたりける/さきざきは/首に乗りつつ/みつきをしけるを/この田植ゑに/僧正言ひ合はせて/このごろするやうに/肩に立ち立ちして/こばはより出でたりければ/おほかた見る者も/驚き驚きしあひたりけり/この童/あまりに寵愛して//よしなし/法師になりて/夜昼離れず/付きてあれ/とありけるを/童/いかが候ふべからん/今しばし/かくて候はばや/と言ひけるを/僧正/なほいとほしさに//ただなれ/とありければ/童/しぶしぶに法師になりてけり/さて/過ぐるほどに/春雨うちそそぎて/つれづれなりけるに/僧正/人を呼びて//あの僧の装束はあるか/と問はれければ//納め殿にいまだ候ふ/と申しければ//取りて来/と言はれけり/持て来たりけるを//これを着よ/と言はれければ/この呪師小院//見苦しう候ひなん/と否みけるを//ただ着よ/と責めのたまひければ/かたがたへ行きて/装束きて/兜して/出で来たりけり/つゆ昔に変らず/僧正/うちみて/貝をつくられけり/小院/また/面変りして立てりけるに/僧正/いまだ走り手は覚ゆや/とありければ//覚え候らはず/ただし/かたささはの手こそ/よくしつけて候ひしことなれば/少し覚え候ふ/といひて/せうの中割りて通るほどを/走りて飛ぶ/兜持ちて/一拍子に渡りたりけるに/僧正/声を放ちて/泣かれけり/さて//こち来よ/と呼び寄せて/うちなでつつ//何しに出家せさせけん/とて/泣かれければ/小院も/さればこそ//いましばし/と申し候ひしものを/と言ひて/装束脱がせて/障子の内へ具して入られにけり/その後は/いかなることかありけん/知らず/
079,これも今は昔/ある僧/人のもとへ行きけり/酒など勧めけるに/氷魚/はじめて出で来たりければ/主/めづらしく思ひて/もてなしけり/主/用のことありて/内へ入りて/また出でたりけるに/この氷魚/ことのほかに少なくなりたりければ/主//いかに/と思へども/言ふべきやうもなかりければ/物語し居たりけるほどに/この僧の鼻より/氷魚の一つ/ふと出でたりければ/主/怪しう思えて//その御鼻より氷魚の出でたるは/いかなることにか/と言ひければ/とりもあへず//このごろの氷魚は/目鼻より降り候ふなるぞ/と言ひたりければ/人みな//は/と笑ひけり/
080,これも今は昔/仲胤僧都を/山の大衆/日吉の二の宮にて法華経を供養しける導師に請じたりけり/読経えもいはずして/はてがたに//地主権現の/申せ/と候ふは/とて//此経難持/若暫持者/我即歓喜/諸仏亦然/といふ文を打ち上げて誦して//諸仏/といふ所を//地主権現の申せと候は/我即歓喜/諸神亦然/と言ひたりければ/そこら集まりたる大衆/異口同音にあめきて/扇を開き使ひたりけり/これをある人/日吉社の御正体を現はし奉りて/おのおの/御前にて/千日の講を行ひけるに/二宮の御料の折/ある僧/この句を少しも違へずしたりけるを/ある人/仲胤僧都に//かかることこそありしか/と語りければ/仲胤僧正/きやうきやうと笑ひて//これは/かうかうの時/仲胤がしたりし句なり/えいえい/と笑ひて//おほかたは/このごろの説経をば//犬の糞説経/と言ふぞ/犬は人の糞を食ひて/糞をまるなり/仲胤が説法を取りて/このごろの説経師はすれば//犬の糞説経/と言ふなり/とぞ言ひける/
081,これも今は昔/大二条殿/小式部内侍思しけるが/絶え間がちになりけるころ/例ならぬことおはしまして/久しうなりて/よろしくなり給ひて/上東門院へ参らせ給ひたるに/小式部/台盤所に居たりけるに/出でさせ給ふとて//死なんとせしは/など/問はざりしぞ/と仰せられて/過ぎ給ひける/御直衣の裾を引きとどめつつ/申しけり/死ぬばかり歎きにこそ歎きしかいきて問ふべき身にしあらねば耐へず思しけるにや/かき抱きて/局へおはしまして寝させ給ひにけり/
